"state_abbrev","license_class_name","residency","holder_eligibility","activity_scope","duration","approx_first_year","approx_last_year","was_issued_by_unit","notes","source_url","added_date","first_year_source"
"AK","Resident Trapping License","Resident","General","Trapping/Furbearer","Annual","1927","","False","Earliest known Alaska trapping specimen is a 1927-28 Alaska Resident Trapping License.","https://www.adfg.alaska.gov/index.cfm?adfg=huntlicense.main","2026-08-28",""
"AZ","Resident Hunting License","Resident","General","General Hunting","Annual","1913","","False","Valid 365 days from purchase. Required for residents 10 and older.","https://www.azgfd.com/hunting/hunt-draw-and-licenses/","2026-08-28",""
"AZ","Resident Combination Hunt and Fish License","Resident","General","Combo Hunt+Fish","Annual","","","False","Hunting plus statewide fishing.","https://www.azgfd.com/hunting/hunt-draw-and-licenses/","2026-08-28",""
"AZ","Nonresident Combination Hunt and Fish License","Nonresident","General","Combo Hunt+Fish","Annual","","","False","There is no standalone nonresident hunting-only licence in Arizona.","https://www.azgfd.com/hunting/hunt-draw-and-licenses/","2026-08-28",""
"AZ","Youth Combination Hunt and Fish License","Any","Youth","Combo Hunt+Fish","Annual","","","False","Ages 10-17, same fee for residents and nonresidents.","https://www.azgfd.com/hunting/hunt-draw-and-licenses/","2026-08-28",""
"AZ","Short-term Combo License","Any","General","Combo Hunt+Fish","1-day","","","False","Purchaser selects the dates of validity; if bought for multiple days they need not be consecutive.","https://www.azgfd.com/hunting/hunt-draw-and-licenses/","2026-08-28",""
"CA","Resident Hunting License","Resident","General","General Hunting","Annual","1907","","False","Licence year July 1 - June 30. Earliest CA licences (1907-08) were issued as metal badges.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","Nonresident Hunting License","Nonresident","General","General Hunting","Annual","","","False","Annual nonresident hunting licence.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","Junior Hunting License","Any","Junior","General Hunting","Annual","","","False","Reduced fee; junior licence holders are exempt from several validations.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","Two-Day Nonresident Hunting License","Nonresident","General","General Hunting","2-day","","","False","Valid for wild pig, non-game, small game and game birds only.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","Reduced Fee Disabled Veteran Hunting License","Any","Veteran","General Hunting","Annual","","","False","For disabled veterans and recovering service members, if prequalified by CDFW.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"CA","Lifetime Hunting License","Resident","General","General Hunting","Lifetime","","","False","Lifetime holders may add the Lifetime Bird Hunting Privilege Package, which is exempt from the AB 614 validation surcharge.","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=46104","2026-08-28",""
"ID","Resident Hunting License","Resident","General","General Hunting","Annual","1906","","False","Calendar-year licence. A Depredation Management/Access fee applies to all annual licences.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Nonresident Hunting License","Nonresident","General","General Hunting","Annual","","","False","Calendar-year licence plus a mandatory access and depredation fee.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Resident Adult Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Hunting plus fishing.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Resident Sportsman's Package","Resident","General","Sportsman","Annual","","","False","RESIDENTS ONLY. Combination licence plus tags for deer, elk, bear, mountain lion, wolf, turkey, salmon and steelhead; archery and muzzleloader are validated on the licence itself.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Junior Mentored Hunting License","Any","Junior","General Hunting","Annual","","","False","Junior mentored holders must be accompanied by an adult holding tags for the same species.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Junior Hunting Passport","Any","Junior","General Hunting","Annual","","","False","Entry-level junior credential; qualifies the holder for Mentored Extra tags.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Resident Disabled American Veteran (DAV) License","Resident","Veteran","General Hunting","Annual","","","False","Unlocks reduced-fee resident DAV tags for deer, elk, bear and turkey.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Nonresident DAV Hunting with 3-Day Fishing License","Nonresident","Veteran","Combo Hunt+Fish","Annual","","","False","Unlocks reduced-fee nonresident DAV tags.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"ID","Resident Trapping License","Resident","General","Trapping/Furbearer","Annual","","","False","Subject to the Depredation Management/Access fee.","https://idfg.idaho.gov/licenses/fees-resident","2026-08-28",""
"LA","Basic Hunting License (Resident)","Resident","General","General Hunting","Annual","1908","","False","Authorises taking any wild birds or quadrupeds. Valid 365 days. Separate Deer, Turkey and Waterfowl licences are required for those species.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Basic Hunting License (Nonresident)","Nonresident","General","General Hunting","Annual","","","False","Nonresident version of the Basic Hunting Licence.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Nonresident Basic Hunting 5-Day License","Nonresident","General","General Hunting","5-day","","","False","Valid five consecutive days; available for age 18 and older.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Louisiana Sportsman's Paradise License (Resident)","Resident","General","Sportsman","Annual","","","False","Bundles Basic, Deer, Waterfowl and Turkey Hunting Licences, Basic and Saltwater Fishing Licences, and the WMA Access Permit.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Nonresident Louisiana Sportsman's Paradise 5-Day (Blast & Cast) License","Nonresident","General","Sportsman","5-day","","","False","Nonresident five-day version of the Sportsman's Paradise bundle.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Senior Hunting/Fishing License","Resident","Senior","Combo Hunt+Fish","Annual","","","False","Required instead of the standard licences for residents 60 and over. Covers Basic, Deer, Waterfowl and Turkey hunting, Basic and Saltwater fishing, and the WMA Access Permit. Free for residents born before June 1 1940.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Youth Hunting License","Any","Youth","General Hunting","Annual","","","False","Required of all youth 17 and under actively harvesting deer or turkey, in a lottery hunt, or trapping. Spectating youth are exempt.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Nonresident Native Hunting License","Nonresident","General","General Hunting","10-day","","","False","For people born in Louisiana who are no longer residents; valid ten consecutive days.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Disabled Veterans Hunting and Fishing License","Resident","Veteran","Combo Hunt+Fish","Annual","","","False","No cost for veterans with a permanent service-connected disability rating of 50 percent or more. Includes basic and saltwater fishing, basic, deer, waterfowl and turkey hunting, and the WMA Access Permit.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"LA","Lifetime Hunting License","Resident","General","Sportsman","Lifetime","","","False","Includes basic, deer, waterfowl and turkey hunting plus the WMA Access Permit. Available from the Baton Rouge office only.","https://www.wlf.louisiana.gov/page/hunting-licenses-permits-tags","2026-08-28",""
"OK","Resident Annual Hunting License","Resident","General","General Hunting","Annual","1909","","False","Base licence; separate species licences are required for deer, elk, antelope, bear and turkey.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Nonresident Annual Hunting License","Nonresident","General","General Hunting","Annual","","","False","Base nonresident hunting licence.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Youth Super Hunting License","Any","Youth","Sportsman","Annual","","","False","For hunters under 18; valid 365 days and covers any open season in that window. Required, with HIP, for youth waterfowl hunting.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Lifetime Hunting License","Resident","General","General Hunting","Lifetime","","2024","False","DISCONTINUED as of July 1 2024. Exempted holders from the annual hunting licence, Oklahoma waterfowl stamp, Wildlife Conservation Passport, fur licence, annual trapping licence, deer/elk/antelope/bear/turkey licences and controlled hunt permits.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Resident Lifetime Combination License","Resident","General","Combo Hunt+Fish","Lifetime","","","False","Covers basic hunting and fishing for life; species licences are still purchased annually where required.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Senior Citizen Lifetime Hunting License","Resident","Senior","General Hunting","Lifetime","","","False","Available to residents 65 or older, or those turning 65 during the calendar year; valid for life.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OK","Disabled Veteran Lifetime License","Resident","Veteran","Combo Hunt+Fish","Lifetime","","","False","For resident disabled veterans certified by the Veterans Affairs Department; provides the same benefits as a resident lifetime combination licence.","https://www.wildlifedepartment.com/licensing/regs/license-fees","2026-08-28",""
"OR","Resident Annual Hunting License","Resident","General","General Hunting","Annual","1905","","False","Base Oregon hunting licence.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Nonresident Annual Hunting License","Nonresident","General","General Hunting","Annual","","","False","Base nonresident hunting licence.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Resident Combination Hunting and Angling License","Resident","General","Combo Hunt+Fish","Annual","","","False","Residents only; requires six months' proof of Oregon residency.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Resident Sports Pac License","Resident","General","Sportsman","Annual","","","False","Bundles hunting, angling and shellfish licences with deer, elk, bear and cougar tags and the upland bird validation.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Senior Hunting License","Resident","Senior","General Hunting","Annual","","","False","Age 70 and an Oregon resident for at least 5 years.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Senior Combination License","Resident","Senior","Combo Hunt+Fish","Annual","","","False","Age 70 and an Oregon resident for at least 5 years.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Pioneer Combination License","Resident","Senior","Combo Hunt+Fish","Annual","","","False","Age 65 and an Oregon resident for at least 50 years; includes hunting, fishing and the Columbia River Basin Endorsement. Available only at ODFW offices.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Youth License (Ages 12-17)","Any","Youth","Combo Hunt+Fish","Annual","","","False","Includes angling, hunting, shellfish and the Columbia River Basin Endorsement.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Youth Sports Pac","Resident","Youth","Sportsman","Annual","","","False","Youth version of the Sports Pac bundle.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Youth Game Bird Hunting License (Ages 11 and Under)","Any","Youth","General Hunting","Annual","","","False","No fee.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Uniformed Services Hunting License","Any","Military","General Hunting","Annual","","","False","Reduced-fee licence for uniformed service members.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Disabled Veteran Combination Hunting and Fishing License","Resident","Veteran","Combo Hunt+Fish","Annual","","","False","Free to resident disabled veterans; includes the Columbia River Basin Endorsement.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Resident Hunt Fur-Bearers License","Resident","General","Trapping/Furbearer","Annual","","","False","Fur-bearer hunting and trapping licence.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"OR","Nonresident Fur-Takers Hunt/Trap License","Nonresident","General","Trapping/Furbearer","Annual","","","False","Nonresident fur-taker licence.","https://www.eregulations.com/oregon/hunting/license-tag-permit-fees","2026-08-28",""
"UT","Resident Hunting License","Resident","General","General Hunting","Annual","1908","","False","Required to hunt game animals in Utah. Valid 365 days from purchase. Permits are separate documents from licences.","https://wildlife.utah.gov/fees","2026-08-28",""
"UT","Nonresident Hunting License","Nonresident","General","General Hunting","Annual","","","False","Nonresident licence fees increased July 1 2025 under legislation funding winter-range land purchases.","https://wildlife.utah.gov/fees","2026-08-28",""
"UT","Resident Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Serves as both a hunting licence and a fishing licence.","https://wildlife.utah.gov/fees","2026-08-28",""
"UT","Nonresident Combination License","Nonresident","General","Combo Hunt+Fish","Annual","","","False","Serves as both a hunting licence and a fishing licence.","https://wildlife.utah.gov/fees","2026-08-28",""
"UT","Multiyear Hunting License","Any","General","General Hunting","Multi-year","","","False","Multiyear option valid longer than the standard 365 days.","https://wildlife.utah.gov/fees","2026-08-28",""
"WA","Resident Small Game Hunting License","Resident","General","General Hunting","Annual","1901","","False","Licence year April 1 - March 31. Covers upland birds and small mammals; turkey requires a transport tag.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Nonresident Small Game Hunting License","Nonresident","General","General Hunting","Annual","","","False","Flat rate regardless of species hunted.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Small Game 3-Day License","Any","General","General Hunting","3-day","","","False","Short-term small game option, often the practical choice for a short visit.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Resident Big Game License - Deer","Resident","General","Big Game","Annual","","","False","Washington sells big game as bundled species packages rather than standalone tags.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Resident Big Game License - Elk","Resident","General","Big Game","Annual","","","False","Elk-only big game package.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Resident Big Game License - Deer and Elk","Resident","General","Big Game","Annual","","","False","Combined deer and elk package.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Resident Big Game License - Deer, Elk, Bear and Cougar","Resident","General","Big Game","Annual","","","False","Full big game combination; bear and cougar are included at no additional charge.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Nonresident Big Game License - Deer, Elk, Bear and Cougar","Nonresident","General","Big Game","Annual","","","False","Nonresident full big game combination.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","National or State Guard Free Licensing Package","Resident","Military","Sportsman","Annual","","","False","Free annual package for eligible Washington National or State Guard members; includes a big game licence and a small game licence with migratory bird permit.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"HI","Resident Hunting License","Resident","General","General Hunting","Annual","","","False","Required of anyone 15 or older to hunt any game bird or mammal on public or private land. Valid from purchase through 30 June. Includes the Wildlife Conservation Stamp for game mammal hunting.","https://outdoor.hawaii.gov/hunting/licensing/","2026-08-28",""
"HI","Non-Resident Hunting License","Nonresident","General","General Hunting","Annual","","","False","Also includes the Wildlife Conservation Stamp. First-time nonresidents must first obtain a Letter of Exemption, free with an out-of-state hunter education card or a Hawaii licence issued before 1 July 1990.","https://outdoor.hawaii.gov/hunting/licensing/","2026-08-28",""
"ND","Resident Small Game License","Resident","General","General Hunting","Annual","","","False","Bought on top of the Fishing/Hunting/Furbearer Certificate and the General Game and Habitat License.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","Nonresident Small Game License","Nonresident","General","General Hunting","Annual","","","False","Nonlottery purchase path. PLOTS and WMA first-week pheasant restrictions apply.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","Fishing, Hunting and Furbearer Certificate","Any","General","Other","Annual","","","False","PREREQUISITE. Required to hunt or fish in ND except spring light goose and early Canada goose. One per licensee per year.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","General Game and Habitat License","Any","General","Other","Annual","","","False","PREREQUISITE. Required for all hunting licences except furbearer, nongame, spring light goose and early Canada goose. One per licensee per year.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Bundles the certificate, general game and habitat licence and small game/fishing privileges.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","Gratis License","Resident","General","General Hunting","Annual","","","False","Landowner gratis licence. Gratis holders need only the gratis licence - no certificate or habitat licence required.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","Apprentice Hunter Validation","Any","Apprentice","General Hunting","Annual","","","False","For those 12 and older who have not taken hunter education; allows small game (incl. waterfowl) and deer for one licence year, renewable once.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","Nonresident Waterfowl License","Nonresident","General","Waterfowl/Migratory","Annual","","","False","Zone-restricted, sold as two 7-day periods.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","Nonresident Nongame License","Nonresident","General","Other","Annual","","","False","Nonresidents hunting only unprotected species need only this licence.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"ND","Resident Furbearer License","Resident","General","Trapping/Furbearer","Annual","","","False","Exempt from the General Game and Habitat License requirement.","https://gf.nd.gov/hunting/licensing","2026-08-28",""
"NE","Resident Hunt (Small Game) Permit","Resident","General","General Hunting","Annual","","","False","Covers upland game birds, rabbits, squirrels, doves, other webless migratory birds and waterfowl. Requires a Habitat Stamp; waterfowl needs a second stamp. 3-year and 5-year versions sold.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Nonresident Hunt (Small Game) Permit","Nonresident","General","General Hunting","Annual","","","False","3-year and 5-year versions also sold.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Nonresident 2-Day Hunt Permit","Nonresident","General","General Hunting","2-day","","","False","Short-term small game option.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Nonresident Youth Hunt Permit","Nonresident","Youth","General Hunting","Annual","","","False","Priced at the resident annual rate.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Resident Combination Hunt/Fish Permit","Resident","General","Combo Hunt+Fish","Annual","","","False","Combo hunt permits do NOT include big game or turkey. Habitat stamps are included in certain combo and multi-year small game permits.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Lifetime Hunt Permit","Resident","General","General Hunting","Lifetime","","","False","A $3 agent issuing fee is included in all permits except the Lifetime Habitat and Migratory Waterfowl Stamps.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Lifetime Hunt/Fish Permit","Resident","General","Combo Hunt+Fish","Lifetime","","","False","Includes the $300 Lifetime Aquatic Habitat Stamp.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Resident 69-and-Older Senior Permit","Resident","Senior","Combo Hunt+Fish","Annual","","","False","Holders are exempt from the Habitat Stamp for antelope, deer and turkey; the permit must be carried while hunting.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Resident 64-and-Older Veteran Permit","Resident","Veteran","Combo Hunt+Fish","Annual","","","False","Exempt from the Habitat Stamp for antelope, deer and turkey.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NE","Controlled Shooting Area License","Any","General","General Hunting","Annual","","","False","Resident and nonresident versions sold at different rates.","https://outdoornebraska.gov/permits/hunting-permits/","2026-08-28",""
"NM","Resident Game-Hunting License","Resident","General","General Hunting","Annual","","","False","Base licence. Must be paired with the Habitat Management & Access Validation and, for federal public land, the Habitat Stamp. Licence year 1 April - 31 March. Fees rose 1 April 2026 under Senate Bill 5, the first increase in over 20 years.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Nonresident Game-Hunting License","Nonresident","General","General Hunting","Annual","","","False","Also requires HMAV and Habitat Stamp. Nonresidents may buy over-the-counter licences for bear, cougar, turkey, javelina, Barbary sheep, ibex and private-land deer without entering the draw.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Resident Game-Hunting and Fishing License","Resident","General","Combo Hunt+Fish","Annual","","","False","Combined hunting and fishing licence.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Junior Game-Hunting License","Any","Junior","General Hunting","Annual","","","False","Reduced fee, age 17 and younger at time of purchase. Resident and nonresident versions.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Junior Game-Hunting and Fishing License","Resident","Junior","Combo Hunt+Fish","Annual","","","False","Reduced-fee junior combination.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Senior Game-Hunting and Fishing License","Resident","Senior","Combo Hunt+Fish","Annual","","","False","Reduced fee for qualifying resident seniors; residents 70 and older receive a free game hunting licence.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Handicapped Game-Hunting and Fishing License","Resident","Disabled","Combo Hunt+Fish","Annual","","","False","Reduced fee for NM residents with a permanent disability under the ADA. Holders must still buy the Habitat Stamp and HMAV.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Disabled Veteran Game-Hunting and Fishing License","Resident","Veteran","Combo Hunt+Fish","Annual","","","False","Reduced fee. Resident veterans with 100 percent service-connected disability may qualify for a free lifetime licence.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","4-Day Temporary Game-Hunting License","Nonresident","General","General Hunting","3-day","","","False","Nonresident only, four consecutive days. Duration recorded as the nearest controlled value; the product is a 4-day licence.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Junior Trapper License","Any","Junior","Trapping/Furbearer","Annual","","","False","Reduced-fee junior trapping licence.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NV","Resident Adult Hunt/Fish Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Age 18 and older. Valid 365 days from purchase rather than by calendar year.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"NV","Resident Hunting License","Resident","General","General Hunting","Annual","","","False","Hunting-only resident licence. Big game requires a separate draw tag; a licence alone does not confer big game privileges.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"NV","Youth Hunt/Fish Combination License","Any","Youth","Combo Hunt+Fish","Annual","","","False","Ages 12-17, same fee for residents and nonresidents.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"NV","Nonresident Hunt/Fish Combination License","Nonresident","General","Combo Hunt+Fish","Annual","","","False","The standard nonresident option; there is no separate nonresident hunting-only licence.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"NV","Apprentice Hunting License","Any","Apprentice","General Hunting","Annual","","","False","Age 12 and older for those still completing hunter education. Sold only at NDOW offices.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"NV","Senior Specialty Combination License","Resident","Senior","Combo Hunt+Fish","Annual","","","False","Residents 65 and older with at least six months residency.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"NV","Resident Native American Specialty Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Established under NRS 502.280, which also sets big game tag requirements and tribal consultation provisions.","https://www.leg.state.nv.us/nrs/NRS-502.html","2026-08-28",""
"NV","Armed Forces Specialty Combination License","Resident","Military","Combo Hunt+Fish","Annual","","","False","Under NRS 502.290, for Nevada residents in the armed forces not stationed in Nevada.","https://www.leg.state.nv.us/nrs/NRS-502.html","2026-08-28",""
"NV","Disabled Veteran Combination License","Resident","Veteran","Combo Hunt+Fish","Annual","","","False","Free to residents of six months or more certified by the VA at 50 percent or more service-connected disability.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"SD","Resident Small Game License","Resident","General","General Hunting","Annual","","","False","Base hunting credential: pheasant, grouse, partridge, quail, cottontail and tree squirrel, plus predator/varmint species. Requires a Habitat Stamp for anyone 18 or older.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Nonresident Small Game License","Nonresident","General","General Hunting","Annual","","","False","Nonresident pheasant licences are not numerically capped but are priced above resident rates.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","1-Day Resident Small Game License","Resident","General","General Hunting","1-day","","","False","No Habitat Stamp required, and exempt from the $6 legislative surcharge.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Resident Combination License","Resident","General","Combo Hunt+Fish","Annual","","","False","Age 19 or over. Fishing plus small game. Does NOT include the State Migratory Bird Certificate or furbearer/trapping privileges.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Resident Senior Combination License","Resident","Senior","Combo Hunt+Fish","Annual","","","False","Residents 65 or over must buy this rather than the standard combination.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Resident Junior Combination License","Resident","Junior","Combo Hunt+Fish","Annual","","","False","Residents aged 16 to 18 must buy this rather than the standard combination.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Youth Small Game License","Any","Youth","General Hunting","Annual","","","False","No Habitat Stamp required and exempt from the $6 surcharge.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Landowner Hunting License","Resident","General","General Hunting","Annual","","","False","Landowners are exempt from the Habitat Stamp when hunting their own land.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Reduced Fee Disabled License","Resident","Disabled","General Hunting","Annual","","","False","No Habitat Stamp required. Resident veterans qualify via a 40 percent or greater service-connected disability allotment or a VA 'K' Award.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Predator/Varmint License","Any","General","General Hunting","Annual","","","False","Coyote, fox, skunk, raccoon, badger, prairie dog, ground squirrel, crow, jackrabbit, porcupine and marmot. Exempt from the $6 surcharge.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Furbearer License","Any","General","Trapping/Furbearer","Annual","","","False","Trapping privileges; exempt from the $6 legislative surcharge.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Private Shooting Preserve License","Any","General","General Hunting","Annual","","","False","No Habitat Stamp required.","https://gfp.sd.gov/license-types/","2026-08-28",""
