"state_abbrev","addon_name","addon_type","target_species","hunting_method","is_federal","is_mandatory","approx_first_year","approx_last_year","notes","source_url","added_date","first_year_source"
"UT","Utah Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1986","","State waterfowl stamp. First-of-state UT duck stamp issued 1986; confidence on first year medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"WA","Deer Transport Tag","Tag","Deer","Any","False","True","","","Transport tag issued with the big game licence package; multi-season deer tags are also sold.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Elk Transport Tag","Tag","Elk","Any","False","True","","","Transport tag issued with the big game licence package; multi-season elk tags are also sold.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Turkey Transport Tag","Tag","Turkey","Any","False","True","","","Turkey requires a transport tag and cannot be hunted on an authorisation number alone.","https://www.eregulations.com/washington/hunting/game-bird/license-fees-information","2026-08-28",""
"WA","Migratory Bird Permit","Permit","Migratory Birds","Any","False","True","","","Required for migratory bird hunting; included in the Guard free licensing package.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Migratory Bird Authorization and Harvest Record Card","Harvest Record","Migratory Birds","Any","False","True","","","Migratory birds cannot be hunted on an authorisation number alone - the Authorization and Harvest Record Card is required.","https://www.eregulations.com/washington/hunting/game-bird/license-fees-information","2026-08-28",""
"WA","Western Washington Pheasant Permit","Permit","Pheasant","Any","False","True","","","Required for released pheasant sites in western Washington; a 3-day version bundled with small game also exists.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Special Hunt Permit Application","Permit","Multiple","Any","False","False","","","Application for Washington special hunt permits and raffles (deer, elk, moose, goat).","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"WA","Washington Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1986","","State waterfowl stamp. First-of-state WA duck stamp issued 1986; confidence on first year medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"WA","Vehicle Access Pass","Access Pass","Any","Any","False","True","","","Included with WDFW licence purchases for access to WDFW-managed lands. Does not replace the Discover Pass on other state-managed lands.","https://wdfw.wa.gov/licenses/hunting","2026-08-28",""
"HI","Hawaii State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1996","","First-of-state HI duck stamp issued 1996, the last state to issue one. Confidence medium (collector first-of-state gallery). Other Hawaii licence and permit products were not researched in this pass.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"NE","Nebraska State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1991","","First-of-state NE duck stamp issued 1991. Confidence medium (collector first-of-state gallery). Other Nebraska licence and permit products were not researched in this pass.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"NV","Nevada State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1979","","First-of-state NV duck stamp issued 1979. Confidence medium (collector first-of-state gallery). Other Nevada licence and permit products were not researched in this pass.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"NM","New Mexico State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1991","","First-of-state NM duck stamp issued 1991. Confidence medium (collector first-of-state gallery). Other New Mexico licence and permit products were not researched in this pass.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"ND","North Dakota State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1982","","First-of-state ND duck stamp issued 1982; the first 20,000 were sold with a print to collectors and numbers 20,001-150,000 were sold to hunters. Confidence medium (collector first-of-state gallery). Other North Dakota licence and permit products were not researched in this pass.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"SD","South Dakota State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1976","","First-of-state SD duck stamp issued 1976. Confidence medium (collector first-of-state gallery). Other South Dakota licence and permit products were not researched in this pass.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"HI","Hawaii Wildlife Conservation Stamp","Stamp","Multiple","Any","False","True","","","Required for game mammal hunting and bundled automatically into every Hawaii hunting licence. Printed as a colour image on the electronic licence; historically endorsed across the front and affixed to the paper licence.","https://outdoor.hawaii.gov/hunting/licensing/","2026-08-28",""
"HI","Game Bird Stamp","Stamp","Multiple","Any","False","True","","","Required of anyone hunting game birds in the established season - pheasant, chukar, francolin, quail, dove and turkey. Purchased alongside the annual licence.","https://outdoor.hawaii.gov/hunting/licensing/","2026-08-28",""
"HI","Axis Deer Tag","Tag","Deer","Any","False","True","","","Required for axis deer; Lanai axis deer are lottery-permit only. Axis deer were introduced to Molokai in 1868 and later to Maui and Lanai.","https://outdoor.hawaii.gov/hunting/licensing/","2026-08-28",""
"HI","Non-resident Letter of Exemption","Permit","Any","Any","False","True","","","Free with an out-of-state hunter education card or a Hawaii hunting licence issued before 1 July 1990. Required before a first-time nonresident may buy a licence.","https://outdoor.hawaii.gov/hunting/licensing/","2026-08-28",""
"ND","Waterfowl Habitat Restoration Stamp","Stamp","Waterfowl","Any","False","True","1982","","Required of all hunters to hunt waterfowl; not required during the spring light goose conservation season. Now issued electronically. First-of-state ND duck stamp issued 1982.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28",""
"ND","Deer Gun License (Lottery)","License","Deer","Firearm","False","True","","","Issued by lottery. Residents in the armed forces stationed outside ND may receive a regular deer gun licence without entering the lottery.","https://gf.nd.gov/licensing/resident","2026-08-28",""
"ND","Any-Deer Bow License","License","Deer","Archery","False","True","","","Lottery-issued. Bow tags must be printed and mailed from the main NDGF office.","https://gf.nd.gov/licensing/resident","2026-08-28",""
"ND","Tundra Swan License","License","Waterfowl","Any","False","True","","","Lottery-allocated.","https://gf.nd.gov/licensing/resident","2026-08-28",""
"ND","Statewide Any-Deer License","License","Deer","Any","False","False","","","Once-in-a-lifetime licence; remains available to armed forces licence holders.","https://gf.nd.gov/licensing/resident","2026-08-28",""
"NE","Nebraska Habitat Stamp","Habitat Fee","Any","Any","False","True","","","Required of all hunters pursuing small game and, with exceptions, big game. Landowners on limited landowner permits for antelope, deer, elk or turkey are exempt, as are 64-and-older veteran and 69-and-older senior permit holders.","https://outdoornebraska.gov/permits/permit-pricing/","2026-08-28",""
"NE","Nebraska Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1991","","Second stamp required in addition to the Habitat Stamp for waterfowl hunters. First-of-state NE duck stamp issued 1991.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28",""
"NE","Deer Permit","Permit","Deer","Any","False","True","","","Species-specific permit; a small game hunt permit is NOT required for big game. Landowner and youth rates apply. Some units are draw-allocated with a $7 application fee.","https://outdoornebraska.gov/permits/permit-pricing/","2026-08-28",""
"NE","Turkey Permit","Permit","Turkey","Any","False","True","","","Resident, nonresident, youth and landowner rates. Nonresidents may buy up to 2 fall and 3 spring permits.","https://outdoornebraska.gov/permits/permit-pricing/","2026-08-28",""
"NE","Antelope Permit","Permit","Pronghorn","Any","False","True","","","Draw application fee applies.","https://outdoornebraska.gov/permits/permit-pricing/","2026-08-28",""
"NE","Elk Permit","Permit","Elk","Any","False","True","","","Standard nonresident elk permits are not sold; nonresidents qualify only as landowners within a designated elk management zone.","https://outdoornebraska.gov/permits/permit-pricing/","2026-08-28",""
"NE","Bighorn Sheep Permit","Permit","Bighorn Sheep","Any","False","True","","","Species-specific big game permit.","https://outdoornebraska.gov/permits/permit-pricing/","2026-08-28",""
"NE","Super Tag Lottery Entry","Permit","Multiple","Any","False","False","","","Lottery entry sold as single-entry and multiple-entry; a Combo lottery entry is also offered.","https://outdoornebraska.gov/permits/permit-pricing/","2026-08-28",""
"NM","Habitat Management and Access Validation (HMAV)","Access Pass","Any","Any","False","True","","","Required of all hunters, anglers and trappers 18 and older. Funds habitat protection and public land access. You cannot legally hunt without it.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Habitat Stamp","Habitat Fee","Any","Any","False","True","","","Required for hunting on US Forest Service or Bureau of Land Management land. Free resident licences for those 70 and older do not require it.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Deer License","License","Deer","Any","False","True","","","Species licence bought on top of the base game-hunting licence; standard and draw paths exist. Junior deer licences are reduced fee.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Elk License","License","Elk","Any","False","True","","","Draw-allocated; junior elk licences are reduced fee.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Oryx License","License","Multiple","Any","False","True","","","Draw hunt. An off-range senior hunt requires applicants to be 70 or older on the opening day.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NM","Mobility-Impaired (MI) Certification","Permit","Any","Any","False","True","","","NMDGF certification required before applying for MI-only pronghorn, oryx, elk or deer draw hunts.","https://www.eregulations.com/newmexico/hunting/hunting-licenses-and-fees","2026-08-28",""
"NV","Big Game Tag","Tag","Multiple","Any","False","True","","","Deer, elk, pronghorn and bighorn sheep are all draw-only. Mountain lion is available over the counter. A hunting licence alone does not confer big game privileges.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"NV","Nevada Duck Stamp","Stamp","Waterfowl","Any","False","True","1979","","Required under NRS 502.300, which makes it unlawful to hunt certain migratory game birds without the stamp. First-of-state NV duck stamp issued 1979.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28",""
"NV","Upland Game Bird Fee","Habitat Fee","Multiple","Any","False","True","","","Fee to hunt certain upland game birds under NRS 502.292, with documentation-of-payment requirements. A percentage funds upland game bird protection and propagation projects.","https://www.leg.state.nv.us/nrs/NRS-502.html","2026-08-28",""
"NV","Landowner Compensation Tag","Tag","Multiple","Any","False","False","","","Allows private landowners to sell big game tags for their property, typically antlered elk, deer and pronghorn.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"NV","Predator Management Fee","Habitat Fee","Any","Any","False","False","","","Non-refundable $5 fee on each tag application, directable to predator management or to non-predatory wildlife habitat and research.","https://www.eregulations.com/nevada/hunting/small-game/licenses-tags-stamp-fees","2026-08-28",""
"SD","South Dakota Habitat Stamp","Habitat Fee","Any","Any","False","True","","","Required of anyone 18 or over applying for or buying a hunting, fishing or trapping licence. One per licence year. Not required for 1-day small game, youth, landowner, reduced-fee disabled licences or preference points.","https://gfp.sd.gov/resident-license/","2026-08-28",""
"SD","State Migratory Bird Certificate","Harvest Record","Migratory Birds","Any","False","True","","","Required separately - combination licences grant fishing and small game privileges but do NOT include this certificate. Exempt from the $6 legislative surcharge.","https://gfp.sd.gov/resident-license/","2026-08-28",""
"SD","South Dakota Waterfowl Restoration Stamp","Stamp","Waterfowl","Any","False","True","1976","","First-of-state SD duck stamp issued 1976.","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-28",""
"SD","Preference Point","Permit","Multiple","Any","False","False","","","Purchased or awarded per species per season. Elk, mountain goat and bighorn sheep award one point per unsuccessful application and carry a $10 nonrefundable application fee. Free for limited access permits and youth 15 or under.","https://gfp.sd.gov/license-types/","2026-08-28",""
"SD","Big Game License","License","Multiple","Any","False","True","","","Also authorises unprotected species through 31 Jan, provided the licensee retains the top portion of the licence.","https://gfp.sd.gov/resident-license/","2026-08-28",""
